Date,return,equity,regime,active_pairs
2023-10-19,0.0,1.0,,0
2023-10-20,0.0,1.0,,0
2023-10-23,0.0,1.0,,0
2023-10-24,0.0,1.0,,0
2023-10-25,0.0,1.0,,0
2023-10-26,0.0,1.0,,0
2023-10-27,0.0,1.0,,0
2023-10-30,0.0,1.0,,0
2023-10-31,0.0,1.0,,0
2023-11-01,0.0,1.0,,0
2023-11-02,0.0,1.0,,0
2023-11-03,0.0,1.0,,0
2023-11-06,0.0,1.0,,0
2023-11-07,0.0,1.0,,0
2023-11-08,0.0,1.0,,0
2023-11-09,0.0,1.0,,0
2023-11-10,0.0,1.0,,0
2023-11-13,0.0,1.0,,0
2023-11-14,0.0,1.0,,0
2023-11-15,0.0,1.0,,0
2023-11-16,0.0,1.0,,0
2023-11-17,0.0,1.0,,0
2023-11-20,0.0,1.0,,0
2023-11-21,0.0,1.0,,0
2023-11-22,0.0,1.0,,0
2023-11-24,0.0,1.0,,0
2023-11-27,0.0,1.0,,0
2023-11-28,0.0,1.0,,0
2023-11-29,0.0,1.0,,0
2023-11-30,0.0,1.0,,0
2023-12-01,0.0,1.0,,0
2023-12-04,0.0,1.0,,0
2023-12-05,0.0,1.0,,0
2023-12-06,0.0,1.0,,0
2023-12-07,0.0,1.0,,0
2023-12-08,0.0,1.0,,0
2023-12-11,0.0,1.0,,0
2023-12-12,0.0,1.0,,0
2023-12-13,0.0,1.0,,0
2023-12-14,0.0,1.0,,0
2023-12-15,0.0,1.0,,0
2023-12-18,0.0,1.0,,0
2023-12-19,0.0,1.0,,0
2023-12-20,0.0,1.0,,0
2023-12-21,0.0,1.0,,0
2023-12-22,0.0,1.0,,0
2023-12-26,0.0,1.0,,0
2023-12-27,0.0,1.0,,0
2023-12-28,0.0,1.0,,0
2023-12-29,0.0,1.0,,0
2024-01-02,0.0,1.0,,0
2024-01-03,0.0,1.0,,0
2024-01-04,0.0,1.0,,0
2024-01-05,0.0,1.0,,0
2024-01-08,0.0,1.0,,0
2024-01-09,0.0,1.0,,0
2024-01-10,0.0,1.0,,0
2024-01-11,0.0,1.0,,0
2024-01-12,0.0,1.0,,0
2024-01-16,0.0,1.0,,0
2024-01-17,0.0,1.0,,0
2024-01-18,0.0,1.0,,0
2024-01-19,0.0,1.0,,0
2024-01-22,0.0,1.0,,0
2024-01-23,0.0,1.0,,0
2024-01-24,0.0,1.0,,0
2024-01-25,0.0,1.0,,0
2024-01-26,0.0,1.0,,0
2024-01-29,0.0,1.0,,0
2024-01-30,0.0,1.0,,0
2024-01-31,0.0,1.0,,0
2024-02-01,0.0,1.0,,0
2024-02-02,0.0,1.0,,0
2024-02-05,0.0,1.0,,0
2024-02-06,0.0,1.0,,0
2024-02-07,0.0,1.0,,0
2024-02-08,0.0,1.0,,0
2024-02-09,0.0,1.0,,0
2024-02-12,0.0,1.0,,0
2024-02-13,0.0,1.0,,0
2024-02-14,0.0,1.0,,0
2024-02-15,0.0,1.0,,0
2024-02-16,0.0,1.0,,0
2024-02-20,0.0,1.0,,0
2024-02-21,0.0,1.0,,0
2024-02-22,0.0,1.0,,0
2024-02-23,0.0,1.0,,0
2024-02-26,0.0,1.0,,0
2024-02-27,0.0,1.0,,0
2024-02-28,0.0,1.0,,0
2024-02-29,0.0,1.0,,0
2024-03-01,0.0,1.0,,0
2024-03-04,0.0,1.0,,0
2024-03-05,0.0,1.0,,0
2024-03-06,0.0,1.0,,0
2024-03-07,0.0,1.0,,0
2024-03-08,0.0,1.0,,0
2024-03-11,0.0,1.0,,0
2024-03-12,0.0,1.0,,0
2024-03-13,0.0,1.0,,0
2024-03-14,0.0,1.0,,0
2024-03-15,0.0,1.0,,0
2024-03-18,0.0,1.0,,0
2024-03-19,0.0,1.0,,0
2024-03-20,0.0,1.0,,0
2024-03-21,0.0,1.0,,0
2024-03-22,0.0,1.0,,0
2024-03-25,0.0,1.0,,0
2024-03-26,0.0,1.0,,0
2024-03-27,0.0,1.0,,0
2024-03-28,0.0,1.0,,0
2024-04-01,0.0,1.0,,0
2024-04-02,0.0,1.0,,0
2024-04-03,0.0,1.0,,0
2024-04-04,0.0,1.0,,0
2024-04-05,0.0,1.0,,0
2024-04-08,0.0,1.0,,0
2024-04-09,0.0,1.0,,0
2024-04-10,0.0,1.0,,0
2024-04-11,0.0,1.0,,0
2024-04-12,0.0,1.0,,0
2024-04-15,0.0,1.0,,0
2024-04-16,0.0,1.0,,0
2024-04-17,0.0,1.0,,0
2024-04-18,0.0,1.0,,0
2024-04-19,0.0,1.0,,0
2024-04-22,0.0,1.0,,0
2024-04-23,0.0,1.0,,0
2024-04-24,0.0,1.0,,0
2024-04-25,0.0,1.0,,0
2024-04-26,0.0,1.0,,0
2024-04-29,0.0,1.0,,0
2024-04-30,0.0,1.0,,0
2024-05-01,0.0,1.0,,0
2024-05-02,0.0,1.0,,0
2024-05-03,0.0,1.0,,0
2024-05-06,0.0,1.0,,0
2024-05-07,0.0,1.0,,0
2024-05-08,0.0,1.0,,0
2024-05-09,0.0,1.0,,0
2024-05-10,0.0,1.0,,0
2024-05-13,0.0,1.0,,0
2024-05-14,0.0,1.0,,0
2024-05-15,0.0,1.0,,0
2024-05-16,0.0,1.0,,0
2024-05-17,0.0,1.0,,0
2024-05-20,0.0,1.0,,0
2024-05-21,0.0,1.0,,0
2024-05-22,0.0,1.0,,0
2024-05-23,0.0,1.0,,0
2024-05-24,0.0,1.0,,0
2024-05-28,0.0,1.0,,0
2024-05-29,0.0,1.0,,0
2024-05-30,0.0,1.0,,0
2024-05-31,0.0,1.0,,0
2024-06-03,0.0,1.0,,0
2024-06-04,0.0,1.0,,0
2024-06-05,0.0,1.0,,0
2024-06-06,0.0,1.0,,0
2024-06-07,0.0,1.0,,0
2024-06-10,0.0,1.0,,0
2024-06-11,0.0,1.0,,0
2024-06-12,0.0,1.0,,0
2024-06-13,0.0,1.0,,0
2024-06-14,0.0,1.0,,0
2024-06-17,0.0,1.0,,0
2024-06-18,0.0,1.0,,0
2024-06-20,0.0,1.0,,0
2024-06-21,0.0,1.0,,0
2024-06-24,0.0,1.0,,0
2024-06-25,0.0,1.0,,0
2024-06-26,0.0,1.0,,0
2024-06-27,0.0,1.0,,0
2024-06-28,0.0,1.0,,0
2024-07-01,0.0,1.0,,0
2024-07-02,0.0,1.0,,0
2024-07-03,0.0,1.0,,0
2024-07-05,0.0,1.0,,0
2024-07-08,0.0,1.0,,0
2024-07-09,0.0,1.0,,0
2024-07-10,0.0,1.0,,0
2024-07-11,0.0,1.0,,0
2024-07-12,0.0,1.0,,0
2024-07-15,0.0,1.0,,0
2024-07-16,0.0,1.0,,0
2024-07-17,0.0,1.0,,0
2024-07-18,0.0,1.0,,0
2024-07-19,0.0,1.0,,0
2024-07-22,0.0,1.0,,0
2024-07-23,0.0,1.0,,0
2024-07-24,0.0,1.0,,0
2024-07-25,0.0,1.0,,0
2024-07-26,0.0,1.0,,0
2024-07-29,0.0,1.0,,0
2024-07-30,0.0,1.0,,0
2024-07-31,0.0,1.0,,0
2024-08-01,0.0,1.0,,0
2024-08-02,0.0,1.0,,0
2024-08-05,0.0,1.0,,0
2024-08-06,0.0,1.0,,0
2024-08-07,0.0,1.0,,0
2024-08-08,0.0,1.0,,0
2024-08-09,0.0,1.0,,0
2024-08-12,0.0,1.0,,0
2024-08-13,0.0,1.0,,0
2024-08-14,0.0,1.0,,0
2024-08-15,0.0,1.0,,0
2024-08-16,0.0,1.0,,0
2024-08-19,0.0,1.0,,0
2024-08-20,0.0,1.0,,0
2024-08-21,0.0,1.0,,0
2024-08-22,0.0,1.0,,0
2024-08-23,0.0,1.0,,0
2024-08-26,0.0,1.0,,0
2024-08-27,0.0,1.0,,0
2024-08-28,0.0,1.0,,0
2024-08-29,0.0,1.0,,0
2024-08-30,0.0,1.0,,0
2024-09-03,0.0,1.0,,0
2024-09-04,0.0,1.0,,0
2024-09-05,0.0,1.0,,0
2024-09-06,0.0,1.0,,0
2024-09-09,0.0,1.0,,0
2024-09-10,0.0,1.0,1.0,0
2024-09-11,0.0,1.0,1.0,0
2024-09-12,0.0,1.0,1.0,0
2024-09-13,0.0,1.0,1.0,0
2024-09-16,0.0,1.0,1.0,0
2024-09-17,0.0,1.0,1.0,0
2024-09-18,0.0,1.0,1.0,0
2024-09-19,0.0,1.0,1.0,0
2024-09-20,0.0,1.0,1.0,0
2024-09-23,0.0,1.0,1.0,0
2024-09-24,0.0,1.0,1.0,0
2024-09-25,0.0,1.0,1.0,0
2024-09-26,0.0,1.0,1.0,0
2024-09-27,0.0,1.0,1.0,0
2024-09-30,0.0,1.0,1.0,0
2024-10-01,0.0,1.0,1.0,0
2024-10-02,0.0,1.0,1.0,0
2024-10-03,0.0,1.0,1.0,0
2024-10-04,0.0,1.0,1.0,0
2024-10-07,0.0,1.0,1.0,0
2024-10-08,-0.0001882620653732647,0.9998117379346267,1.0,2
2024-10-09,-0.0027111997032567016,0.9971010486474258,1.0,2
2024-10-10,-0.0013149187263831199,0.9957899418064631,1.0,2
2024-10-11,-0.0026213740341886967,0.9931796039095053,1.0,2
2024-10-14,-0.002176230610774115,0.991018216053481,1.0,2
2024-10-15,-0.009332471342491397,0.9817695669522749,1.0,2
2024-10-16,-0.01729512674261758,0.9647897378597905,1.0,2
2024-10-17,0.007999434698009109,0.9725075103651091,1.0,2
2024-10-18,0.0019519357412160266,0.9744057825331918,1.0,2
2024-10-21,-0.01221597895123827,0.9625024620038014,1.0,2
2024-10-22,-0.00010865442838297928,0.9623978818489752,1.0,2
2024-10-23,0.0002556642084482827,0.9626439325416505,1.0,2
2024-10-24,-0.005186888974371891,0.9576508053417042,1.0,2
2024-10-25,-0.031847024572956045,0.9271524766116758,1.0,2
2024-10-28,-0.029824338981579514,0.8995007668615982,1.0,2
2024-10-29,0.0011356509817461282,0.900522285790566,1.0,2
2024-10-30,0.01410133027147105,0.9132208479593188,1.0,2
2024-10-31,0.02620841524650796,0.9371549191544046,1.0,2
2024-11-01,-0.015496140521994951,0.9226326348363091,1.0,2
2024-11-04,-0.004041923999377832,0.918903423846955,1.0,2
2024-11-05,0.00907499221258878,0.9272424652624873,1.0,2
2024-11-06,0.0,0.9272424652624873,1.0,0
2024-11-07,0.0,0.9272424652624873,1.0,0
2024-11-08,0.0,0.9272424652624873,1.0,0
2024-11-11,0.0,0.9272424652624873,1.0,0
2024-11-12,0.0,0.9272424652624873,1.0,0
2024-11-13,0.0,0.9272424652624873,1.0,0
2024-11-14,0.0,0.9272424652624873,1.0,0
2024-11-15,0.0,0.9272424652624873,1.0,0
2024-11-18,0.0,0.9272424652624873,1.0,0
2024-11-19,0.0,0.9272424652624873,1.0,0
2024-11-20,0.0,0.9272424652624873,1.0,0
2024-11-21,0.0,0.9272424652624873,1.0,0
2024-11-22,0.0,0.9272424652624873,1.0,0
2024-11-25,0.0,0.9272424652624873,1.0,0
2024-11-26,0.0,0.9272424652624873,1.0,0
2024-11-27,0.0,0.9272424652624873,1.0,0
2024-11-29,0.0,0.9272424652624873,1.0,0
2024-12-02,0.0,0.9272424652624873,1.0,0
2024-12-03,0.0,0.9272424652624873,1.0,0
2024-12-04,0.0,0.9272424652624873,1.0,0
2024-12-05,0.0,0.9272424652624873,1.0,0
2024-12-06,0.0,0.9272424652624873,1.0,0
2024-12-09,0.0,0.9272424652624873,1.0,0
2024-12-10,0.0,0.9272424652624873,1.0,0
2024-12-11,0.0,0.9272424652624873,1.0,0
2024-12-12,0.0,0.9272424652624873,1.0,0
2024-12-13,0.0,0.9272424652624873,1.0,0
2024-12-16,0.0,0.9272424652624873,1.0,0
2024-12-17,0.0,0.9272424652624873,1.0,0
2024-12-18,0.0,0.9272424652624873,1.0,0
2024-12-19,0.0,0.9272424652624873,1.0,0
2024-12-20,0.0,0.9272424652624873,1.0,0
2024-12-23,0.0,0.9272424652624873,1.0,0
2024-12-24,0.0,0.9272424652624873,1.0,0
2024-12-26,0.0,0.9272424652624873,1.0,0
2024-12-27,0.0,0.9272424652624873,1.0,0
2024-12-30,0.0,0.9272424652624873,1.0,0
2024-12-31,0.0,0.9272424652624873,1.0,0
2025-01-02,0.0,0.9272424652624873,1.0,0
2025-01-03,0.0,0.9272424652624873,1.0,0
2025-01-06,0.0,0.9272424652624873,1.0,0
2025-01-07,0.0,0.9272424652624873,1.0,0
2025-01-08,0.0,0.9272424652624873,1.0,0
2025-01-10,0.0,0.9272424652624873,1.0,0
2025-01-13,0.0,0.9272424652624873,1.0,0
2025-01-14,0.0,0.9272424652624873,1.0,0
2025-01-15,0.0,0.9272424652624873,1.0,0
2025-01-16,0.0,0.9272424652624873,1.0,0
2025-01-17,0.0,0.9272424652624873,1.0,0
2025-01-21,0.0,0.9272424652624873,1.0,0
2025-01-22,0.0,0.9272424652624873,1.0,0
2025-01-23,0.0,0.9272424652624873,1.0,0
2025-01-24,0.0,0.9272424652624873,1.0,0
2025-01-27,0.0,0.9272424652624873,1.0,0
2025-01-28,0.0,0.9272424652624873,1.0,0
2025-01-29,0.0,0.9272424652624873,1.0,0
2025-01-30,0.0,0.9272424652624873,1.0,0
2025-01-31,0.0,0.9272424652624873,1.0,0
2025-02-03,0.0,0.9272424652624873,1.0,0
2025-02-04,0.0,0.9272424652624873,1.0,0
2025-02-05,0.0,0.9272424652624873,1.0,0
2025-02-06,0.0,0.9272424652624873,1.0,0
2025-02-07,0.0,0.9272424652624873,1.0,0
2025-02-10,0.006244954429454028,0.9330330522031062,1.0,1
2025-02-11,0.007163824731538664,0.9397171374578218,1.0,1
2025-02-12,-0.01275852722369602,0.9277277307769926,1.0,1
2025-02-13,0.0059039064475644425,0.933204948508311,1.0,1
2025-02-14,0.006008604598340253,0.9388122080531119,1.0,1
2025-02-18,-0.017933691777832883,0.9219758392766207,1.0,1
2025-02-19,-0.008106122430562756,0.9145021902454236,1.0,1
2025-02-20,0.008580052418963098,0.922348666974986,1.0,1
2025-02-21,-0.02768807967345523,0.8968106035970773,1.0,1
2025-02-24,-0.01457217644867705,0.8837421212404162,1.0,1
2025-02-25,0.04424141888082354,0.922840126608841,1.0,1
2025-02-26,-0.01679267909117814,0.9073431685102366,1.0,1
2025-02-27,-0.014352962338489324,0.8943201061845235,1.0,1
2025-02-28,0.0003432844276829942,0.8946271123503404,1.0,1
2025-03-03,-0.014465026822619876,0.8816863071739498,1.0,1
2025-03-04,0.009683847322633972,0.8902244227590793,1.0,1
2025-03-05,0.029268305338599313,0.9162797829842704,1.0,1
2025-03-06,0.020805374516281363,0.935343327030955,1.0,1
2025-03-07,-0.0039577680903161785,0.9316414550577417,1.0,1
2025-03-10,-0.005226149048308482,0.9267725579540269,1.0,1
2025-03-11,-0.013564345856004984,0.9142014944480841,1.0,1
2025-03-12,0.0,0.9142014944480841,1.0,0
2025-03-13,0.0,0.9142014944480841,1.0,0
2025-03-14,0.0,0.9142014944480841,1.0,0
2025-03-17,0.0,0.9142014944480841,1.0,0
2025-03-18,0.0,0.9142014944480841,1.0,0
2025-03-19,0.0,0.9142014944480841,1.0,0
2025-03-20,0.0,0.9142014944480841,1.0,0
2025-03-21,0.0,0.9142014944480841,1.0,0
2025-03-24,0.0,0.9142014944480841,1.0,0
2025-03-25,0.0,0.9142014944480841,1.0,0
2025-03-26,0.0,0.9142014944480841,1.0,0
2025-03-27,0.0,0.9142014944480841,1.0,0
2025-03-28,0.0,0.9142014944480841,1.0,0
2025-03-31,0.0,0.9142014944480841,1.0,0
2025-04-01,0.0,0.9142014944480841,1.0,0
2025-04-02,0.0,0.9142014944480841,1.0,0
2025-04-03,0.0,0.9142014944480841,1.0,0
2025-04-04,0.0,0.9142014944480841,1.0,0
2025-04-07,0.0,0.9142014944480841,1.0,0
2025-04-08,0.0,0.9142014944480841,1.0,0
2025-04-09,0.0,0.9142014944480841,1.0,0
2025-04-10,0.0,0.9142014944480841,1.0,0
2025-04-11,0.0,0.9142014944480841,1.0,0
2025-04-14,0.0,0.9142014944480841,1.0,0
2025-04-15,0.0,0.9142014944480841,1.0,0
2025-04-16,0.0,0.9142014944480841,1.0,0
2025-04-17,0.0,0.9142014944480841,1.0,0
